2005ki 2453818.65             19.793 .022 20.173 .029 20.397 .064 20.142 .033 19.813 .026
2005ki 2453819.68             19.824 .018 20.214 .031 20.425 .043 20.172 .029 19.846 .026
2005ki 2453823.63             19.860 .019 20.294 .035 20.485 .066 20.257 .031 19.884 .031
2005ki 2453831.61             20.011 .032 20.530 .055 20.659 .081 20.299 .053 20.034 .043
2005ki 2453838.63             19.963 .094 20.936 .205 20.952 .211 20.672 .222 19.979 .118
2005ki 2453840.59             20.038 .059 20.777 .090 20.845 .134 20.578 .128 20.114 .081
2005ki 2453846.62             20.245 .027 20.838 .055 20.932 .108 20.582 .045 20.278 .040
2005ki 2453858.54             20.434 .034 21.187 .077 21.145 .123 20.879 .058 20.520 .057
2005ki 2453861.49             20.432 .072 20.951 .102 21.220 .195 20.937 .133 20.509 .091
2006ax 2453815.63 17.637 .017 16.655 .008 16.800 .010 17.075 .010 16.740 .009 16.752 .010
2006ax 2453816.77                                                 16.362 .008            
2006ax 2453818.68 16.321 .013 15.828 .007 15.986 .008 16.237 .010 15.880 .009 15.967 .008
2006ax 2453819.71 16.072 .014 15.637 .007 15.808 .008 16.068 .010 15.690 .009 15.783 .009
2006ax 2453821.60                                                 15.438 .006            
2006ax 2453823.66 15.612 .013 15.225 .006 15.407 .006 15.779 .008 15.287 .007 15.360 .007
2006ax 2453824.66 15.578 .011 15.162 .005 15.345 .006 15.772 .007 15.213 .006 15.287 .006
2006ax 2453828.51 15.641 .009 15.113 .003 15.259 .002 15.887 .003 15.188 .004 15.205 .002
2006ax 2453831.63 15.886 .014 15.189 .009 15.304 .009 16.001 .009 15.285 .008 15.255 .008
2006ax 2453832.64 16.017 .013 15.232 .004 15.343 .006 16.030 .008 15.335 .006 15.287 .006
2006ax 2453834.72 16.253 .013 15.347 .006 15.439 .006 16.155 .009 15.468 .007 15.365 .006
2006ax 2453835.57 16.331 .014 15.392 .006 15.480 .005 16.222 .006 15.534 .007 15.397 .006
2006ax 2453838.66 16.830 .038 15.602 .007 15.708 .006 16.493 .008 15.809 .011 15.567 .006
2006ax 2453840.62 16.978 .018 15.746 .006 15.841 .005 16.626 .008 15.980 .008 15.688 .007
2006ax 2453841.68 17.128 .013 15.838 .006 15.884 .006 16.675 .008 16.102 .007 15.740 .006
2006ax 2453845.56 17.663 .013 16.201 .006 16.018 .006 16.650 .007 16.530 .008 15.961 .006
2006ax 2453850.61 18.305 .017 16.653 .007 16.071 .006 16.522 .007 17.078 .007 16.251 .005
2006ax 2453858.56 18.906 .022 17.304 .006 16.354 .007 16.474 .008 17.726 .009 16.717 .009
2006ax 2453861.56 19.104 .029 17.481 .008 16.528 .007 16.616 .007 17.862 .012 16.884 .008
2006ax 2453866.55 19.219 .041 17.692 .011 16.831 .008 16.964 .011 18.066 .015 17.135 .009
2006ax 2453867.61 19.325 .052 17.752 .012 16.881 .009 17.012 .010 18.140 .020 17.193 .011
2006ax 2453870.56 19.382 .049 17.811 .010 17.016 .007 17.187 .008 18.191 .013 17.299 .010
2006ax 2453871.53 19.324 .035 17.848 .008 17.046 .007 17.227 .009 18.215 .013 17.327 .011
2006ax 2453872.53             17.859 .010 17.082 .010 17.287 .013 18.247 .013 17.360 .012
2006ax 2453890.55             18.209 .011 17.705 .009 18.009 .012 18.545 .016 17.842 .011
2006ax 2453891.49             18.194 .011 17.727 .011 18.023 .015 18.584 .020 17.862 .013
2006ax 2453892.50             18.221 .006 17.755 .004 18.059 .007 18.607 .011 17.880 .006
2006ax 2453898.51             18.332 .006 17.965 .005 18.268 .009 18.671 .010 18.044 .007
2005M  2453396.78 16.897 .024                                                            
2005M  2453397.70 16.780 .011 16.410 .007 16.501 .011 16.796 .042 16.479 .013 16.496 .011
2005M  2453398.74 16.645 .009 16.279 .005 16.421 .008 16.706 .010 16.362 .009 16.352 .013
2005M  2453399.69 16.554 .009 16.185 .007 16.313 .009 16.616 .009 16.254 .008 16.263 .007
2005M  2453400.69 16.481 .008 16.099 .005 16.254 .004 16.567 .006 16.180 .006 16.181 .006
2005M  2453401.68             16.057 .004 16.178 .004 16.509 .007 16.130 .006 16.131 .006
2005M  2453402.67 16.379 .008 16.001 .005 16.143 .005 16.509 .007 16.088 .008 16.089 .006
2005M  2453403.72 16.358 .008 15.945 .006 16.112 .006 16.516 .005 16.037 .007 16.050 .006
2005M  2453404.71 16.354 .011 15.931 .006 16.075 .006 16.540 .008 16.024 .007 16.028 .007
2005M  2453406.72 16.411 .014 15.906 .008 16.052 .008 16.601 .009 16.013 .009 15.991 .009
2005M  2453407.76 16.436 .014 15.938 .008 16.039 .008 16.622 .010 16.041 .008 16.012 .009
2005M  2453408.72 16.500 .015 15.952 .007 16.032 .008 16.651 .011 16.061 .009 16.020 .009
2005M  2453409.72 16.613 .015 15.975 .008 16.047 .007 16.660 .010 16.094 .008 16.029 .008
2005M  2453410.74 16.680 .017 15.997 .006 16.034 .006 16.682 .010 16.135 .009 16.039 .008
2005M  2453411.72 16.741 .017 16.034 .006 16.060 .008 16.723 .011 16.177 .008 16.060 .008
2005M  2453412.71 16.870 .019 16.081 .006 16.082 .007 16.747 .015 16.242 .008 16.076 .009
2005M  2453413.70 16.967 .020 16.132 .009 16.115 .009 16.777 .012 16.271 .009 16.120 .009
2005M  2453414.67 17.060 .017 16.175 .007 16.146 .007 16.857 .012 16.331 .009 16.151 .009
2005M  2453415.72 17.194 .020 16.213 .008 16.199 .009 16.891 .012 16.409 .009 16.186 .009
2005M  2453416.65 17.294 .021 16.266 .009 16.241 .007 16.971 .012 16.479 .009 16.236 .009
2005M  2453417.70 17.418 .015 16.340 .008 16.300 .008 17.027 .012 16.570 .010 16.273 .009
2005M  2453418.70 17.546 .016 16.406 .008 16.345 .008 17.089 .013 16.651 .009 16.333 .009
2005M  2453419.67 17.671 .019 16.484 .009 16.415 .008 17.151 .011 16.742 .010 16.396 .009
2005M  2453420.74 17.762 .025 16.588 .010 16.464 .009 17.188 .014 16.872 .011 16.444 .010
2005M  2453421.71 17.919 .039 16.677 .015 16.538 .010 17.172 .020 16.994 .015 16.507 .012
2005M  2453422.63 18.014 .082 16.731 .015 16.560 .011 17.222 .029 17.062 .028 16.547 .023
2005M  2453424.67 18.402 .115 16.902 .035 16.567 .029 17.265 .072 17.300 .052 16.626 .034
2005M  2453425.66             16.993 .026 16.620 .017 17.209 .035             16.737 .025
2005M  2453426.67 18.509 .079 17.087 .017 16.647 .012 17.187 .019 17.458 .024 16.807 .016
2005M  2453427.67 18.693 .072 17.158 .015 16.679 .011 17.147 .017 17.513 .022 16.881 .016
2005M  2453428.63 18.786 .059 17.230 .013 16.698 .012 17.163 .016 17.639 .024 16.900 .013
2005M  2453429.64 18.885 .065 17.335 .011 16.722 .009 17.168 .013 17.716 .028 16.928 .015
2005M  2453430.64 19.015 .061 17.404 .014 16.751 .009 17.129 .013 17.800 .021 17.013 .014
2005M  2453431.61 19.141 .119 17.484 .012 16.787 .009 17.121 .015 17.884 .020 17.061 .012
2005M  2453432.64 19.221 .055 17.542 .012 16.800 .010 17.148 .015 17.999 .016 17.121 .013
2005M  2453436.65 19.509 .048 17.852 .010 16.931 .008 17.175 .012 18.276 .014 17.326 .012
2005M  2453438.64 19.551 .049 17.973 .012 16.990 .009 17.167 .012 18.411 .017 17.425 .012
2005M  2453444.66 19.884 .049 18.313 .013 17.330 .009 17.430 .012 18.754 .020 17.762 .013
2005M  2453445.65 19.882 .043 18.382 .012 17.366 .009 17.495 .012 18.772 .019 17.826 .013
2005M  2453446.65             18.425 .015 17.453 .010 17.558 .013 18.825 .022 17.884 .013
2005M  2453453.57 20.298 .202 18.605 .043 17.782 .021 17.985 .029 19.078 .063 18.152 .028
2005M  2453454.59 20.264 .190 18.676 .032 17.780 .017 17.984 .019 19.064 .052 18.175 .027
2005M  2453455.61 20.049 .196 18.660 .035 17.801 .016 18.063 .021 19.102 .055 18.177 .029
2005M  2453456.58 20.183 .156 18.765 .032 17.855 .014 18.070 .020 19.156 .045 18.223 .025
2005M  2453457.58 20.053 .116 18.769 .028 17.879 .012 18.105 .017 19.211 .036 18.300 .022
