2004ef 2453255.66             17.868 .005 17.803 .005 18.016 .009 17.981 .006 17.885 .006
2004ef 2453256.63 18.429 .014 17.652 .005 17.586 .007 17.762 .009 17.754 .007 17.661 .010
2004ef 2453257.64 18.210 .011 17.458 .005 17.400 .005 17.585 .006 17.558 .007 17.482 .007
2004ef 2453258.61 18.069 .013 17.310 .004 17.249 .005 17.441 .008 17.419 .009 17.341 .005
2004ef 2453259.61 17.980 .013 17.183 .004 17.122 .005 17.360 .007 17.279 .005 17.212 .005
2004ef 2453260.62 17.897 .008 17.083 .004 17.021 .004 17.330 .007 17.189 .004 17.114 .004
2004ef 2453261.58 17.847 .012 17.010 .005 16.956 .007 17.315 .009 17.117 .006 17.035 .006
2004ef 2453262.56 17.875 .022 16.973 .004 16.901 .004 17.330 .009 17.086 .005 16.994 .004
2004ef 2453263.58 17.868 .013 16.937 .007 16.864 .009 17.346 .011 17.064 .007 16.954 .007
2004ef 2453264.59 17.903 .012 16.927 .005 16.826 .007 17.376 .009 17.058 .005 16.925 .007
2004ef 2453265.64 17.976 .012 16.937 .004 16.807 .005 17.368 .008 17.090 .005 16.912 .006
2004ef 2453266.61 18.045 .013 16.960 .004 16.805 .004 17.373 .007 17.111 .004 16.919 .004
2004ef 2453267.60 18.172 .016 17.005 .006 16.826 .007 17.372 .011 17.154 .006 16.933 .007
2004ef 2453268.62 18.286 .013 17.039 .006 16.840 .008 17.428 .011 17.222 .005 16.957 .004
2004ef 2453269.59                                                 17.322 .009            
2004ef 2453270.58                                                 17.384 .004 17.017 .004
2004ef 2453271.58 18.698 .027 17.238 .006 17.027 .005 17.689 .010 17.480 .007 17.066 .006
2004ef 2453272.63 18.698 .029 17.330 .007 17.108 .006 17.838 .012 17.587 .008 17.127 .007
2004ef 2453273.67 18.896 .040 17.425 .008 17.183 .008 17.909 .013 17.713 .010 17.192 .008
2004ef 2453274.62 19.091 .050 17.506 .010 17.241 .009 17.976 .016 17.822 .013 17.274 .008
2004ef 2453275.66 19.119 .081 17.631 .014 17.327 .011 18.017 .019 17.933 .016 17.329 .012
2004ef 2453276.61 19.351 .104 17.724 .016 17.357 .011 18.043 .020 18.099 .017 17.411 .014
2004ef 2453277.58 19.446 .092 17.830 .015 17.367 .017 18.035 .027 18.194 .018 17.475 .012
2004ef 2453278.59 19.624 .063 17.952 .013 17.426 .010 18.001 .016 18.324 .016 17.556 .011
2004ef 2453279.60 19.718 .057 18.074 .009 17.450 .009 17.965 .015 18.497 .016 17.617 .009
2004ef 2453280.59 20.007 .052 18.195 .008 17.459 .007 17.939 .012 18.617 .016 17.695 .009
2004ef 2453281.59 20.070 .036 18.311 .007 17.482 .008 17.901 .011 18.750 .011 17.778 .008
2004ef 2453282.57 20.236 .044 18.415 .009 17.499 .008 17.887 .011                        
2004ef 2453287.59 20.714 .066 18.929 .010 17.695 .005 17.801 .008 19.353 .013 18.167 .008
2004ef 2453289.60 20.816 .051 19.124 .007 17.837 .006 17.859 .008 19.564 .014 18.361 .009
2004ef 2453290.59 20.951 .088 19.230 .010 17.947 .006 17.946 .008 19.633 .022 18.437 .010
2004ef 2453291.57 20.941 .060 19.286 .011 18.029 .007 18.053 .010 19.710 .018 18.530 .010
2004ef 2453292.58 20.981 .087 19.341 .012 18.108 .006 18.133 .010 19.812 .020 18.621 .011
2004ef 2453294.58 21.139 .084 19.494 .010 18.262 .009 18.325 .011 19.904 .019 18.757 .010
2004ef 2453295.60 21.122 .065 19.549 .011 18.325 .008 18.403 .011 19.941 .018 18.842 .010
2004ef 2453298.56 21.355 .104 19.673 .013                                                
2004ef 2453300.57 21.200 .185 19.789 .022 18.540 .010 18.703 .013 20.123 .036 19.029 .016
2004ef 2453301.56             19.795 .029 18.593 .012 18.747 .016 20.119 .071 19.095 .025
2004ef 2453302.58 21.465 .423 19.784 .034 18.604 .013 18.845 .015 20.231 .080 19.082 .027
2004ef 2453303.57             19.812 .045 18.635 .017 18.839 .022 20.096 .097 19.175 .035
2004ef 2453305.59             19.794 .046 18.737 .019 18.911 .023             19.167 .027
2004ef 2453307.62             19.962 .067 18.823 .019 19.092 .035                        
2004ef 2453308.58 21.392 .366 19.922 .039 18.838 .016 19.110 .025             19.262 .028
2004ef 2453309.57             19.933 .018 18.866 .012 19.194 .020             19.238 .026
2004ef 2453310.57 21.576 .142 19.942 .013 18.883 .010 19.185 .020 20.328 .044 19.322 .017
2004ef 2453311.58 21.543 .171 19.954 .015 18.921 .010 19.214 .017             19.349 .014
2004ef 2453312.55 21.623 .170 19.982 .014 18.968 .012 19.212 .028                        
2004ef 2453321.56 21.819 .166 20.125 .017 19.271 .011 19.603 .025 20.451 .031 19.603 .020
2004ef 2453329.55             20.287 .047 19.535 .022 19.869 .037 20.622 .090 19.744 .036
2004eo 2453266.50 18.515 .017 17.405 .016 17.198 .016 17.364 .016 17.574 .017 17.298 .016
2004eo 2453267.49 17.889 .019 16.990 .016 16.826 .016 16.979 .016 17.117 .017 16.917 .016
2004eo 2453268.49 17.381 .017 16.630 .016 16.517 .016 16.651 .016 16.736 .017 16.613 .016
2004eo 2453269.54                                                 16.456 .017 16.331 .017
2004eo 2453270.54                                                 16.203 .012 16.115 .016
2004eo 2453271.52 16.499 .019 15.904 .016 15.844 .016 16.015 .017 16.018 .017 15.940 .016
2004eo 2453272.52 16.339 .019 15.758 .017 15.707 .016 15.895 .016 15.857 .017 15.784 .016
2004eo 2453273.51 16.207 .019 15.637 .017 15.592 .016 15.796 .016 15.742 .017 15.670 .017
2004eo 2453274.49 16.126 .020 15.551 .016 15.509 .016 15.751 .017 15.657 .017 15.578 .016
2004eo 2453275.49 16.117 .025 15.498 .018 15.448 .017 15.720 .017 15.583 .017 15.505 .017
2004eo 2453276.56 16.086 .021             15.391 .016 15.719 .016 15.538 .019 15.452 .017
2004eo 2453277.48 16.077 .019 15.392 .016 15.372 .016 15.752 .016 15.501 .017 15.404 .016
2004eo 2453278.49 16.093 .017 15.352 .017 15.344 .016 15.788 .016 15.489 .017 15.375 .016
2004eo 2453279.50 16.124 .017 15.341 .016 15.323 .016 15.818 .016 15.491 .017 15.366 .016
2004eo 2453280.49 16.212 .017 15.385 .016 15.316 .016 15.841 .017 15.517 .017 15.362 .016
2004eo 2453281.49 16.307 .017 15.406 .016 15.319 .016 15.854 .017 15.557 .017 15.367 .016
2004eo 2453282.49 16.418 .017 15.406 .016 15.321 .016 15.879 .016                        
2004eo 2453285.55                                                             15.471 .019
2004eo 2453287.55 17.102 .017 15.773 .016 15.552 .016 16.122 .016 16.075 .017 15.566 .017
2004eo 2453288.54 17.281 .017 15.855 .016 15.613 .016 16.179 .017 16.190 .017 15.632 .017
2004eo 2453289.56 17.438 .017 15.969 .016 15.684 .016 16.216 .017 16.314 .017 15.695 .016
2004eo 2453290.55 17.615 .018 16.065 .016 15.735 .016 16.244 .016 16.447 .017 15.773 .016
2004eo 2453291.53 17.767 .017 16.178 .016 15.783 .016 16.245 .017 16.583 .017 15.853 .016
2004eo 2453292.54 17.960 .017 16.291 .016 15.823 .016 16.233 .016 16.716 .017 15.931 .016
2004eo 2453294.49 18.285 .018 16.532 .016 15.891 .017 16.200 .017 16.983 .017 16.073 .017
2004eo 2453295.48 18.395 .018 16.638 .017 15.923 .016 16.195 .016 17.104 .017 16.155 .016
2004eo 2453298.51 18.772 .022 16.955 .016 16.017 .016 16.182 .016 17.456 .017 16.356 .016
2004eo 2453300.49 18.998 .055 17.142 .017 16.096 .017 16.196 .017 17.642 .017 16.492 .016
2004eo 2453301.49 19.016 .038 17.233 .017 16.141 .016 16.218 .017 17.710 .017 16.554 .017
2004eo 2453302.49 19.074 .045 17.343 .017 16.187 .016 16.238 .017 17.802 .017 16.616 .016
2004eo 2453303.50 19.134 .042 17.401 .017 16.253 .016 16.248 .016 17.919 .017 16.683 .016
2004eo 2453304.50             17.490 .017 16.307 .017 16.248 .017 17.952 .036 16.835 .034
2004eo 2453305.49 19.344 .047 17.573 .017 16.375 .016 16.327 .016 18.000 .028 16.829 .017
2004eo 2453307.53 19.397 .075 17.668 .017 16.533 .016 16.448 .017 18.166 .033 16.985 .017
2004eo 2453308.50 19.460 .028 17.773 .016 16.613 .016 16.533 .017 18.215 .017 17.059 .016
2004eo 2453309.49 19.531 .028 17.828 .017 16.689 .016 16.624 .017 18.281 .017 17.125 .016
2004eo 2453310.50 19.600 .031 17.874 .016 16.758 .016 16.703 .017 18.332 .017 17.196 .016
2004eo 2453311.50 19.632 .028 17.917 .017 16.827 .016 16.777 .017 18.372 .017 17.250 .016
2004eo 2453312.50 19.660 .028 17.979 .016 16.886 .016 16.852 .017                        
2004eo 2453321.53 20.056 .084 18.248 .016 17.273 .016 17.299 .016                        
2004eo 2453329.52             18.333 .019 17.529 .016 17.612 .016 18.879 .035 17.856 .016
2004eo 2453341.52             18.601 .027 17.916 .016 18.049 .027 19.001 .038 18.104 .025
2004ey 2453295.52 16.518 .009 15.922 .006 15.953 .006 16.185 .006 15.974 .006 16.005 .007
2004ey 2453298.67             15.474 .006 15.506 .006 15.784 .006 15.532 .005 15.539 .007
2004ey 2453299.51 15.834 .009 15.381 .006 15.460 .009 15.746 .008 15.435 .006 15.459 .008
2004ey 2453300.54 15.770 .010 15.306 .006 15.370 .009 15.702 .009 15.362 .004 15.379 .007
2004ey 2453301.53 15.731 .011 15.251 .005 15.303 .006 15.706 .006 15.308 .005 15.317 .006
2004ey 2453302.54 15.707 .011 15.207 .005 15.260 .006 15.724 .006 15.268 .005 15.262 .007
2004ey 2453303.54 15.702 .010 15.180 .006 15.239 .008 15.753 .009 15.242 .006 15.235 .008
2004ey 2453304.55 15.730 .011 15.176 .005 15.196 .008 15.760 .012 15.242 .006 15.217 .007
2004ey 2453305.54 15.778 .011 15.179 .006 15.193 .007 15.796 .010 15.256 .006 15.211 .008
2004ey 2453307.57 15.949 .011 15.230 .005 15.207 .005 15.872 .006 15.323 .006 15.240 .006
2004ey 2453308.54 16.016 .010 15.254 .005 15.228 .006 15.889 .007 15.355 .004 15.253 .006
2004ey 2453309.54 16.100 .009 15.281 .006 15.251 .008 15.933 .007 15.410 .006 15.282 .007
2004ey 2453310.54 16.189 .009 15.324 .006 15.298 .006 15.978 .007 15.449 .004 15.306 .006
2004ey 2453311.54 16.281 .009 15.372 .006 15.346 .006 16.042 .007 15.509 .005 15.340 .006
2004ey 2453312.53 16.382 .010 15.428 .006 15.418 .009 16.105 .010                        
2004ey 2453314.55 16.601 .009 15.547 .004 15.549 .006 16.301 .007 15.729 .004 15.486 .005
2004ey 2453315.55 16.710 .010 15.614 .006 15.625 .006 16.386 .008 15.818 .006 15.546 .008
2004ey 2453320.53 17.391 .011 16.038 .004 15.911 .006 16.581 .008                         
2004ey 2453328.53 18.380 .022 16.763 .007 16.035 .006 16.406 .010 17.202 .009 16.277 .009
2004ey 2453330.57 18.639 .040 16.969 .009 16.095 .006 16.357 .007 17.412 .013 16.415 .010
2004ey 2453331.52 18.705 .031 17.056 .009 16.120 .006 16.331 .007 17.494 .011 16.477 .009
2004ey 2453335.52                         16.295 .005 16.357 .006 17.788 .010 16.723 .010
2004ey 2453337.52 19.163 .032 17.506 .016 16.408 .007 16.432 .008 17.916 .014 16.821 .010
2004ey 2453338.54                         16.464 .008 16.476 .008 17.995 .010 16.888 .007
2004ey 2453339.54                         16.533 .007 16.576 .008 18.058 .011 16.965 .009
2004ey 2453340.54 19.221 .024 17.702 .009 16.605 .008 16.655 .009 18.086 .011 17.010 .010
2004ey 2453342.52                         16.729 .007 16.810 .009 18.222 .020 17.095 .027
2004ey 2453344.52 19.417 .031 17.840 .014 16.835 .009 16.908 .010 18.255 .012 17.197 .011
2004ey 2453346.53                         16.932 .008 17.034 .010 18.297 .012 17.289 .011
2004ey 2453348.53 19.483 .035 17.962 .012 17.009 .010 17.141 .011 18.374 .014 17.347 .012
2004ey 2453351.53                         17.111 .009 17.272 .015 18.390 .021 17.440 .011
2004ey 2453352.53 19.552 .058 18.071 .013 17.154 .009 17.320 .014 18.454 .022 17.450 .018
2005el 2453639.86 16.156 .006 15.771 .009 15.790 .007 15.965 .006 15.869 .006 15.822 .006
2005el 2453641.86 15.837 .006 15.454 .004 15.496 .004 15.718 .004 15.573 .006 15.518 .004
2005el 2453644.85 15.677 .007 15.198 .009 15.287 .007 15.678 .008 15.322 .006 15.277 .006
2005el 2453650.90                                     15.903 .005                        
2005el 2453655.82 16.579 .008 15.575 .005 15.660 .007 16.426 .009 15.779 .006 15.533 .006
2005el 2453659.78 17.159 .014 15.943 .004 15.954 .005 16.645 .006 16.256 .007 15.836 .005
2005el 2453663.80 17.863 .021 16.368 .006 16.043 .005 16.520 .007 16.781 .007 16.098 .005
2005el 2453665.82 18.185 .018 16.602 .006 16.061 .006 16.438 .008 17.043 .009 16.224 .006
2005el 2453666.78 18.298 .017 16.718 .006 16.084 .006 16.393 .008 17.148 .009 16.283 .006
2005el 2453669.81 18.639 .018 17.074 .004 16.196 .005 16.327 .005 17.521 .009 16.528 .004
2005el 2453671.82 18.814 .018 17.272 .006 16.324 .006 16.378 .007 17.718 .009 16.682 .005
2005el 2453673.81 18.955 .021 17.438 .007 16.486 .008 16.509 .010 17.865 .009 16.830 .008
2005el 2453675.83 19.025 .028 17.570 .009 16.636 .010 16.679 .012 17.985 .012 17.001 .010
2005el 2453682.81 19.310 .049 17.880 .016 17.071 .013 17.165 .012 18.307 .020 17.344 .017
2005el 2453683.80 19.333 .034 17.919 .009 17.110 .007 17.207 .009 18.355 .011 17.396 .008
2005el 2453687.77 19.459 .050 18.031 .012 17.297 .011 17.402 .012 18.451 .024 17.526 .013
2005el 2453689.80 19.393 .078 18.084 .016 17.341 .013 17.499 .014 18.486 .032 17.578 .016
2005el 2453690.82 19.547 .136 18.104 .028 17.392 .013 17.570 .015 18.569 .042 17.612 .017
2005el 2453694.81 19.648 .057 18.193 .014 17.547 .013 17.744 .016 18.611 .027 17.744 .016
2005el 2453698.76 19.709 .038 18.266 .011 17.677 .009 17.899 .014 18.681 .022 17.857 .010
2005el 2453699.75 19.737 .037 18.289 .010 17.716 .011 17.940 .014 18.696 .018 17.869 .011
2005el 2453702.75 19.746 .034 18.339 .010 17.834 .011 18.069 .013 18.798 .018 17.957 .011
2005el 2453712.73 20.104 .041 18.555 .011 18.188 .012 18.487 .015 18.921 .020 18.250 .013
2005el 2453721.70 20.159 .128 18.653 .022 18.490 .022 18.843 .031 19.086 .056 18.475 .030
2005el 2453730.74 20.381 .076 18.870 .016 18.812 .017 19.154 .029 19.213 .025 18.755 .019
2005kc 2453687.51 17.986 .028 17.092 .009 16.792 .010 16.801 .012 17.266 .016 17.012 .012
2005kc 2453689.56 17.337 .023 16.588 .010 16.293 .009 16.339 .010 16.732 .013 16.502 .010
2005kc 2453690.53             16.414 .006 16.130 .007 16.193 .008 16.567 .012 16.346 .008
2005kc 2453694.57 16.753 .016 15.990 .008 15.723 .008 15.888 .008 16.146 .009 15.892 .007
2005kc 2453695.58 16.758 .017 15.940 .008 15.667 .007 15.888 .009 16.087 .009 15.853 .009
2005kc 2453698.55 16.785 .016 15.868 .005 15.612 .005 15.985 .006 16.039 .008 15.767 .006
2005kc 2453699.53 16.855 .016 15.883 .008 15.598 .007 16.000 .009 16.059 .010 15.754 .007
2005kc 2453702.54 17.131 .018 15.969 .005 15.631 .005 16.096 .007 16.190 .009 15.806 .006
2005kc 2453706.55             16.188 .008 15.823 .008 16.318 .010 16.497 .010 15.938 .006
2005kc 2453712.52 18.427 .034 16.722 .009 16.192 .009 16.618 .011 17.177 .013 16.337 .010
2005kc 2453716.53 19.177 .092 17.158 .010 16.309 .006 16.546 .010 17.691 .020 16.624 .010
2005kc 2453720.54 19.632 .140 17.548 .013 16.382 .007 16.473 .009 18.138 .036 16.848 .011
2005kc 2453728.53             18.223 .016             16.644 .011 18.744 .035 17.353 .014
2005ki 2453695.85 17.125 .037 16.861 .009 16.953 .009 17.097 .013 16.973 .012 16.953 .009
2005ki 2453702.82 16.062 .012 15.661 .006 15.787 .006 16.170 .007 15.727 .007 15.760 .006
2005ki 2453703.85 16.061 .013 15.624 .006 15.749 .006 16.209 .009 15.697 .008 15.718 .006
2005ki 2453706.84 16.211 .013 15.588 .005 15.683 .006 16.306 .007                        
2005ki 2453707.84 16.285 .012 15.625 .006 15.683 .006 16.320 .009 15.728 .007 15.682 .006
2005ki 2453712.83 16.777 .013 15.867 .005 15.955 .005 16.718 .008 16.030 .007 15.865 .006
2005ki 2453713.85 16.913 .016 15.954 .006 16.055 .005 16.846 .008                        
2005ki 2453716.85 17.351 .030 16.234 .006 16.309 .006 17.038 .012 16.456 .008 16.165 .007
2005ki 2453720.82 18.040 .032 16.646 .009 16.441 .009 17.033 .012 16.998 .012 16.433 .010
2005ki 2453721.83 18.173 .031 16.759 .008 16.433 .008 16.977 .011 17.154 .013 16.486 .009
2005ki 2453728.84 19.039 .042 17.616 .009 16.654 .008 16.783 .009 17.979 .016 17.008 .009
2005ki 2453730.84 19.280 .053 17.798 .012 16.804 .009 16.861 .014 18.202 .011 17.180 .013
2005ki 2453736.81 19.688 .055 18.190 .011 17.267 .009 17.368 .012 18.574 .011 17.615 .024
2005ki 2453738.85             18.280 .012 17.377 .009 17.519 .010 18.640 .014 17.710 .011
2005ki 2453740.85 19.819 .075 18.339 .012 17.466 .009 17.649 .010 18.704 .015 17.788 .012
2005ki 2453741.81 19.916 .083 18.378 .011 17.521 .009 17.681 .010 18.718 .014 17.833 .012
2005ki 2453745.76 19.930 .083 18.461 .014 17.694 .010 17.868 .014 18.863 .015 17.968 .012
2005ki 2453748.76 19.958 .113 18.554 .022 17.758 .012 18.038 .015 18.931 .031 18.036 .015
2005ki 2453751.79 19.902 .118 18.611 .030 17.902 .014 18.130 .019 18.928 .044 18.172 .024
2005ki 2453752.78 19.863 .111 18.693 .035 17.926 .018 18.225 .033 19.034 .053 18.118 .025
2005ki 2453754.74             18.647 .020 18.028 .015 18.278 .019                        
2005ki 2453761.76 20.384 .065 18.801 .012 18.252 .010 18.575 .016 19.141 .016 18.434 .014
2005ki 2453762.77 20.377 .059 18.816 .013 18.308 .012 18.621 .018 19.205 .017 18.445 .012
2005ki 2453763.77 20.135 .108 18.824 .014 18.326 .012 18.601 .030 19.184 .025 18.467 .019
2005ki 2453764.78 20.351 .063 18.856 .013 18.362 .013 18.693 .017 19.221 .018 18.475 .014
2005ki 2453765.76 20.374 .066 18.862 .012 18.407 .011 18.708 .017 19.207 .018 18.520 .015
2005ki 2453771.74 20.462 .077 18.967 .012 18.629 .011 18.964 .020 19.303 .017 18.677 .015
2005ki 2453772.83 20.425 .074 18.987 .013 18.655 .012 18.995 .020 19.342 .020 18.713 .016
2005ki 2453774.73 20.747 .104 19.012 .015 18.717 .014 19.083 .023 19.354 .018 18.780 .016
2005ki 2453775.60 20.618 .111 19.040 .019 18.724 .017 19.142 .029 19.330 .026 18.776 .019
2005ki 2453778.74 20.713 .239 19.043 .034 18.859 .031 19.122 .039 19.402 .049 18.808 .034
2005ki 2453783.68 20.799 .180 19.178 .032 18.986 .023 19.354 .041 19.514 .046 18.982 .031
2005ki 2453784.74 20.819 .173 19.161 .020 19.031 .020 19.442 .033 19.471 .038 18.983 .020
2005ki 2453790.70             19.288 .013 19.276 .016 19.663 .030                        
2005ki 2453795.72             19.361 .015 19.450 .020 19.730 .038 19.721 .023 19.275 .019
2005ki 2453798.73             19.414 .014 19.540 .019 19.911 .033 19.786 .025 19.356 .024
2005ki 2453804.73             19.496 .026 19.802 .042 20.121 .062 19.798 .046 19.553 .034
2005ki 2453805.66             19.543 .046 19.804 .046 19.986 .058 19.766 .051 19.514 .045
